brand_name,product_name,list_price,Order Quantity,order_date,required_date,shipped_date,Sales Consultant First Name,store_name,state,Total Price
Electra,Electra Townie Original 7D EQ - 2016,599.99,2,2017-04-17,2017-04-17,2017-04-17,Venita,Baldwin Bikes,NY,1199.98
Sun Bicycles,Sun Bicycles Brickell Tandem 7 - 2017,749.99,2,2017-04-17,2017-04-17,2017-04-17,Venita,Baldwin Bikes,NY,1499.98
Trek,Trek Precaliber 12 Girls - 2017,189.99,1,2017-04-17,2017-04-17,2017-04-17,Venita,Baldwin Bikes,NY,189.99
Haro,Haro SR 1.3 - 2017,1409.99,2,2017-04-17,2017-04-17,2017-04-17,Marcelene,Baldwin Bikes,NY,2819.98
Trek,Trek Remedy 9.8 - 2017,5299.99,1,2017-04-17,2017-04-17,2017-04-17,Marcelene,Baldwin Bikes,NY,5299.99
Sun Bicycles,Sun Bicycles Atlas X-Type - 2017,416.99,1,2017-04-17,2017-04-17,2017-04-17,Marcelene,Baldwin Bikes,NY,416.99
Sun Bicycles,Sun Bicycles Biscayne Tandem 7 - 2017,619.99,2,2017-04-17,2017-04-17,2017-04-17,Marcelene,Baldwin Bikes,NY,1239.98
Sun Bicycles,Sun Bicycles Streamway 3 - 2017,551.99,2,2017-04-17,2017-04-17,2017-04-17,Marcelene,Baldwin Bikes,NY,1103.98
Trek,Trek Powerfly 8 FS Plus - 2017,4999.99,2,2017-04-18,2017-04-18,2017-04-18,Venita,Baldwin Bikes,NY,9999.98
Haro,Haro Shredder 20 Girls - 2017,209.99,1,2017-04-18,2017-04-18,2017-04-18,Venita,Baldwin Bikes,NY,209.99
Electra,Electra Townie 3i EQ (20-inch) - Boys' - 2017,489.99,2,2017-04-18,2017-04-18,2017-04-18,Venita,Baldwin Bikes,NY,979.98
Trek,Trek Precaliber 12 Girls - 2017,189.99,2,2017-04-18,2017-04-18,2017-04-18,Venita,Baldwin Bikes,NY,379.98
Haro,Haro Shift R3 - 2017,1469.99,2,2017-04-18,2017-04-18,2017-04-18,Venita,Baldwin Bikes,NY,2939.98
Sun Bicycles,Sun Bicycles Cruz 7 - Women's - 2017,416.99,1,2017-04-19,2017-04-19,2017-04-19,Mireya,Santa Cruz Bikes,CA,416.99
Electra,Electra Townie 7D (20-inch) - Boys' - 2017,339.99,2,2017-04-19,2017-04-19,2017-04-19,Genna,Santa Cruz Bikes,CA,679.98
Heller,Heller Shagamaw Frame - 2016,1320.99,2,2017-04-19,2017-04-19,2017-04-19,Genna,Santa Cruz Bikes,CA,2641.98
Haro,Haro Flightline One ST - 2017,379.99,1,2017-04-19,2017-04-19,2017-04-19,Genna,Santa Cruz Bikes,CA,379.99
Surly,Surly Ice Cream Truck Frameset - 2017,999.99,1,2017-04-20,2017-04-20,2017-04-20,Marcelene,Baldwin Bikes,NY,999.99
Haro,Haro Shredder 20 Girls - 2017,209.99,1,2017-04-20,2017-04-20,2017-04-20,Marcelene,Baldwin Bikes,NY,209.99
Haro,Haro SR 1.3 - 2017,1409.99,2,2017-04-21,2017-04-21,2017-04-21,Layla,Rowlett Bikes,TX,2819.98
Electra,Electra Sugar Skulls 1 (20-inch) - Girl's - 2017,299.99,1,2017-04-21,2017-04-21,2017-04-21,Kali,Rowlett Bikes,TX,299.99
Trek,Trek Madone 9.2 - 2017,4999.99,2,2017-04-21,2017-04-21,2017-04-21,Kali,Rowlett Bikes,TX,9999.98
Trek,Trek Fuel EX 5 27.5 Plus - 2017,2299.99,2,2017-04-21,2017-04-21,2017-04-21,Kali,Rowlett Bikes,TX,4599.98
Haro,Haro SR 1.2 - 2017,869.99,1,2017-04-21,2017-04-21,2017-04-21,Kali,Rowlett Bikes,TX,869.99
Surly,Surly Ice Cream Truck Frameset - 2016,469.99,1,2017-04-21,2017-04-21,2017-04-21,Kali,Rowlett Bikes,TX,469.99
Trek,Trek Precaliber 12 Boys - 2017,189.99,1,2017-04-22,2017-04-22,2017-04-22,Marcelene,Baldwin Bikes,NY,189.99
Pure Cycles,Pure Cycles Western 3-Speed - Women's - 2015/2016,449.0,1,2017-04-22,2017-04-22,2017-04-22,Marcelene,Baldwin Bikes,NY,449.0
Haro,Haro Shredder 20 Girls - 2017,209.99,2,2017-04-22,2017-04-22,2017-04-22,Marcelene,Baldwin Bikes,NY,419.98
Trek,Trek Precaliber 16 Boys - 2017,209.99,1,2017-04-22,2017-04-22,2017-04-22,Marcelene,Baldwin Bikes,NY,209.99
Haro,Haro Flightline Two 26 Plus - 2017,549.99,2,2017-04-23,2017-04-23,2017-04-23,Marcelene,Baldwin Bikes,NY,1099.98
Trek,Trek X-Caliber 8 - 2017,999.99,1,2017-04-24,2017-04-24,2017-04-24,Venita,Baldwin Bikes,NY,999.99
Haro,Haro SR 1.2 - 2017,869.99,2,2017-04-25,2017-04-25,2017-04-25,Marcelene,Baldwin Bikes,NY,1739.98
Heller,Heller Shagamaw Frame - 2016,1320.99,1,2017-04-25,2017-04-25,2017-04-25,Marcelene,Baldwin Bikes,NY,1320.99
Electra,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,269.99,1,2017-04-25,2017-04-25,2017-04-25,Marcelene,Baldwin Bikes,NY,269.99
Sun Bicycles,Sun Bicycles Brickell Tandem 7 - 2017,749.99,2,2017-04-25,2017-04-25,2017-04-25,Marcelene,Baldwin Bikes,NY,1499.98
Haro,Haro Flightline Two 26 Plus - 2017,549.99,2,2017-04-25,2017-04-25,2017-04-25,Marcelene,Baldwin Bikes,NY,1099.98
Electra,Electra Cruiser 1 (24-Inch) - 2016,269.99,1,2017-04-25,2017-04-25,2017-04-25,Marcelene,Baldwin Bikes,NY,269.99
Electra,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,269.99,2,2017-04-25,2017-04-25,2017-04-25,Marcelene,Baldwin Bikes,NY,539.98
Sun Bicycles,Sun Bicycles Atlas X-Type - 2017,416.99,2,2017-04-25,2017-04-25,2017-04-25,Marcelene,Baldwin Bikes,NY,833.98
Surly,Surly Troll Frameset - 2017,832.99,2,2017-04-25,2017-04-25,2017-04-25,Marcelene,Baldwin Bikes,NY,1665.98
Surly,Surly Ice Cream Truck Frameset - 2016,469.99,1,2017-04-27,2017-04-27,2017-04-27,Venita,Baldwin Bikes,NY,469.99
Electra,Electra Townie Original 21D - 2016,549.99,2,2017-04-27,2017-04-27,2017-04-27,Venita,Baldwin Bikes,NY,1099.98
Electra,Electra Townie Original 7D - 2015/2016,499.99,1,2017-04-27,2017-04-27,2017-04-27,Venita,Baldwin Bikes,NY,499.99
Trek,Trek Madone 9.2 - 2017,4999.99,2,2017-04-27,2017-04-27,2017-04-27,Venita,Baldwin Bikes,NY,9999.98
Electra,"Electra Girl's Hawaii 1 16"" - 2017",299.99,2,2017-04-27,2017-04-27,2017-04-27,Venita,Baldwin Bikes,NY,599.98
Electra,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,269.99,2,2017-04-27,2017-04-27,2017-04-27,Venita,Baldwin Bikes,NY,539.98
Trek,Trek Boone 7 - 2017,3499.99,1,2017-04-27,2017-04-27,2017-04-27,Venita,Baldwin Bikes,NY,3499.99
Haro,Haro Downtown 16 - 2017,329.99,1,2017-04-27,2017-04-27,2017-04-27,Kali,Rowlett Bikes,TX,329.99
Electra,Electra Sugar Skulls 1 (20-inch) - Girl's - 2017,299.99,1,2017-04-27,2017-04-27,2017-04-27,Kali,Rowlett Bikes,TX,299.99
Trek,Trek Domane SL 6 - 2017,3499.99,2,2017-04-27,2017-04-27,2017-04-27,Kali,Rowlett Bikes,TX,6999.98
Haro,Haro Shredder 20 Girls - 2017,209.99,2,2017-04-28,2017-04-28,2017-04-28,Venita,Baldwin Bikes,NY,419.98
Haro,Haro Flightline One ST - 2017,379.99,1,2017-04-28,2017-04-28,2017-04-28,Marcelene,Baldwin Bikes,NY,379.99
Sun Bicycles,Sun Bicycles Lil Bolt Type-R - 2017,346.99,2,2017-04-28,2017-04-28,2017-04-28,Marcelene,Baldwin Bikes,NY,693.98
Electra,Electra Cruiser 1 (24-Inch) - 2016,269.99,1,2017-04-28,2017-04-28,2017-04-28,Marcelene,Baldwin Bikes,NY,269.99
Sun Bicycles,Sun Bicycles Cruz 7 - Women's - 2017,416.99,2,2017-04-29,2017-04-29,2017-04-29,Marcelene,Baldwin Bikes,NY,833.98
Trek,Trek Session DH 27.5 Carbon Frameset - 2017,469.99,1,2017-04-29,2017-04-29,2017-04-29,Marcelene,Baldwin Bikes,NY,469.99
Trek,Trek Precaliber 12 Girls - 2017,189.99,1,2017-04-29,2017-04-29,2017-04-29,Marcelene,Baldwin Bikes,NY,189.99
Sun Bicycles,Sun Bicycles Revolutions 24 - Girl's - 2017,250.99,2,2017-04-29,2017-04-29,2017-04-29,Marcelene,Baldwin Bikes,NY,501.98
Sun Bicycles,Sun Bicycles Brickell Tandem CB - 2017,761.99,1,2017-04-29,2017-04-29,2017-04-29,Marcelene,Baldwin Bikes,NY,761.99
Electra,Electra Cruiser 1 (24-Inch) - 2016,269.99,2,2017-04-29,2017-04-29,2017-04-29,Marcelene,Baldwin Bikes,NY,539.98
Electra,Electra Townie 7D (20-inch) - Boys' - 2017,339.99,1,2017-05-01,2017-05-01,2017-05-01,Genna,Santa Cruz Bikes,CA,339.99
Haro,Haro SR 1.3 - 2017,1409.99,1,2017-05-01,2017-05-01,2017-05-01,Genna,Santa Cruz Bikes,CA,1409.99
Trek,Trek Slash 8 27.5 - 2016,3999.99,1,2017-05-01,2017-05-01,2017-05-01,Venita,Baldwin Bikes,NY,3999.99
Sun Bicycles,Sun Bicycles Cruz 3 - 2017,449.99,2,2017-05-01,2017-05-01,2017-05-01,Venita,Baldwin Bikes,NY,899.98
Surly,Surly Wednesday Frameset - 2017,469.99,1,2017-05-01,2017-05-01,2017-05-01,Venita,Baldwin Bikes,NY,469.99
Trek,Trek Domane S 6 - 2017,2699.99,2,2017-05-01,2017-05-01,2017-05-01,Venita,Baldwin Bikes,NY,5399.98
Sun Bicycles,Sun Bicycles Lil Bolt Type-R - 2017,346.99,2,2017-05-01,2017-05-01,2017-05-01,Venita,Baldwin Bikes,NY,693.98
Trek,Trek Boone Race Shop Limited - 2017,3499.99,1,2017-05-01,2017-05-01,2017-05-01,Marcelene,Baldwin Bikes,NY,3499.99
Sun Bicycles,Sun Bicycles Cruz 3 - 2017,449.99,1,2017-05-02,2017-05-02,2017-05-02,Venita,Baldwin Bikes,NY,449.99
Haro,Haro Flightline Two 26 Plus - 2017,549.99,1,2017-05-02,2017-05-02,2017-05-02,Venita,Baldwin Bikes,NY,549.99
Surly,Surly Ice Cream Truck Frameset - 2017,999.99,2,2017-05-02,2017-05-02,2017-05-02,Venita,Baldwin Bikes,NY,1999.98
Sun Bicycles,Sun Bicycles Cruz 7 - 2017,416.99,2,2017-05-02,2017-05-02,2017-05-02,Venita,Baldwin Bikes,NY,833.98
Trek,Trek Boone 7 - 2017,3499.99,2,2017-05-03,2017-05-03,2017-05-03,Genna,Santa Cruz Bikes,CA,6999.98
Surly,Surly Ogre Frameset - 2017,749.99,1,2017-05-03,2017-05-03,2017-05-03,Genna,Santa Cruz Bikes,CA,749.99
Trek,Trek Farley Alloy Frameset - 2017,469.99,2,2017-05-03,2017-05-03,2017-05-03,Venita,Baldwin Bikes,NY,939.98
Trek,Trek Domane SLR 6 Disc - 2017,5499.99,1,2017-05-04,2017-05-04,2017-05-04,Venita,Baldwin Bikes,NY,5499.99
Surly,Surly Big Dummy Frameset - 2017,999.99,2,2017-05-04,2017-05-04,2017-05-04,Venita,Baldwin Bikes,NY,1999.98
Sun Bicycles,Sun Bicycles Brickell Tandem 7 - 2017,749.99,1,2017-05-04,2017-05-04,2017-05-04,Venita,Baldwin Bikes,NY,749.99
Electra,Electra Glam Punk 3i Ladies' - 2017,799.99,2,2017-05-04,2017-05-04,2017-05-04,Venita,Baldwin Bikes,NY,1599.98
Heller,Heller Shagamaw Frame - 2016,1320.99,2,2017-05-05,2017-05-05,2017-05-05,Genna,Santa Cruz Bikes,CA,2641.98
Electra,Electra Moto 1 - 2016,529.99,2,2017-05-05,2017-05-05,2017-05-05,Genna,Santa Cruz Bikes,CA,1059.98
Electra,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,269.99,1,2017-05-05,2017-05-05,2017-05-05,Genna,Santa Cruz Bikes,CA,269.99
Sun Bicycles,Sun Bicycles Drifter 7 - Women's - 2017,470.99,1,2017-05-05,2017-05-05,2017-05-05,Genna,Santa Cruz Bikes,CA,470.99
Pure Cycles,Pure Cycles Vine 8-Speed - 2016,429.0,2,2017-05-05,2017-05-05,2017-05-05,Venita,Baldwin Bikes,NY,858.0
Sun Bicycles,Sun Bicycles Revolutions 24 - 2017,250.99,2,2017-05-05,2017-05-05,2017-05-05,Venita,Baldwin Bikes,NY,501.98
Electra,Electra Moto 3i (20-inch) - Boy's - 2017,349.99,1,2017-05-05,2017-05-05,2017-05-05,Venita,Baldwin Bikes,NY,349.99
Sun Bicycles,Sun Bicycles Cruz 7 - 2017,416.99,2,2017-05-05,2017-05-05,2017-05-05,Venita,Baldwin Bikes,NY,833.98
Sun Bicycles,Sun Bicycles Brickell Tandem 7 - 2017,749.99,1,2017-05-06,2017-05-06,2017-05-06,Marcelene,Baldwin Bikes,NY,749.99
Sun Bicycles,Sun Bicycles Streamway 3 - 2017,551.99,1,2017-05-06,2017-05-06,2017-05-06,Marcelene,Baldwin Bikes,NY,551.99
Sun Bicycles,Sun Bicycles Streamway 3 - 2017,551.99,1,2017-05-07,2017-05-07,2017-05-07,Genna,Santa Cruz Bikes,CA,551.99
Electra,Electra Cruiser 1 (24-Inch) - 2016,269.99,1,2017-05-07,2017-05-07,2017-05-07,Genna,Santa Cruz Bikes,CA,269.99
Surly,Surly Ice Cream Truck Frameset - 2016,469.99,2,2017-05-07,2017-05-07,2017-05-07,Genna,Santa Cruz Bikes,CA,939.98
Pure Cycles,Pure Cycles Western 3-Speed - Women's - 2015/2016,449.0,2,2017-05-07,2017-05-07,2017-05-07,Genna,Santa Cruz Bikes,CA,898.0
Electra,Electra Townie 3i EQ (20-inch) - Boys' - 2017,489.99,2,2017-05-08,2017-05-08,2017-05-08,Venita,Baldwin Bikes,NY,979.98
Ritchey,Ritchey Timberwolf Frameset - 2016,749.99,2,2017-05-08,2017-05-08,2017-05-08,Venita,Baldwin Bikes,NY,1499.98
Trek,Trek Boy's Kickster - 2015/2017,149.99,2,2017-05-08,2017-05-08,2017-05-08,Venita,Baldwin Bikes,NY,299.98
Electra,Electra Amsterdam Original 3i Ladies' - 2017,659.99,1,2017-05-08,2017-05-08,2017-05-08,Venita,Baldwin Bikes,NY,659.99
Surly,Surly Karate Monkey 27.5+ Frameset - 2017,2499.99,2,2017-05-08,2017-05-08,2017-05-08,Marcelene,Baldwin Bikes,NY,4999.98
Electra,"Electra Girl's Hawaii 1 16"" - 2017",299.99,1,2017-05-08,2017-05-08,2017-05-08,Marcelene,Baldwin Bikes,NY,299.99
Heller,Heller Shagamaw Frame - 2016,1320.99,1,2017-05-08,2017-05-08,2017-05-08,Marcelene,Baldwin Bikes,NY,1320.99
Electra,Electra Townie Original 7D EQ - 2016,599.99,1,2017-05-08,2017-05-08,2017-05-08,Marcelene,Baldwin Bikes,NY,599.99
Sun Bicycles,Sun Bicycles Revolutions 24 - 2017,250.99,1,2017-05-08,2017-05-08,2017-05-08,Marcelene,Baldwin Bikes,NY,250.99
Electra,Electra Straight 8 3i (20-inch) - Boy's - 2017,489.99,1,2017-05-08,2017-05-08,2017-05-08,Layla,Rowlett Bikes,TX,489.99
Trek,Trek Silque SLR 7 Women's - 2017,5999.99,1,2017-05-08,2017-05-08,2017-05-08,Layla,Rowlett Bikes,TX,5999.99
Electra,Electra Townie Original 7D - 2017,489.99,2,2017-05-08,2017-05-08,2017-05-08,Layla,Rowlett Bikes,TX,979.98
Sun Bicycles,Sun Bicycles Revolutions 24 - Girl's - 2017,250.99,1,2017-05-08,2017-05-08,2017-05-08,Layla,Rowlett Bikes,TX,250.99
Trek,Trek Boone Race Shop Limited - 2017,3499.99,2,2017-05-09,2017-05-09,2017-05-09,Marcelene,Baldwin Bikes,NY,6999.98
Sun Bicycles,Sun Bicycles Cruz 3 - Women's - 2017,449.99,2,2017-05-09,2017-05-09,2017-05-09,Marcelene,Baldwin Bikes,NY,899.98
Trek,Trek Emonda S 5 - 2017,1999.99,2,2017-05-09,2017-05-09,2017-05-09,Marcelene,Baldwin Bikes,NY,3999.98
Haro,Haro SR 1.1 - 2017,539.99,1,2017-05-11,2017-05-11,2017-05-11,Marcelene,Baldwin Bikes,NY,539.99
Heller,Heller Shagamaw Frame - 2016,1320.99,2,2017-05-11,2017-05-11,2017-05-11,Marcelene,Baldwin Bikes,NY,2641.98
Trek,Trek Domane SL 6 - 2017,3499.99,2,2017-05-11,2017-05-11,2017-05-11,Venita,Baldwin Bikes,NY,6999.98
Sun Bicycles,Sun Bicycles Cruz 7 - 2017,416.99,2,2017-05-11,2017-05-11,2017-05-11,Venita,Baldwin Bikes,NY,833.98
Haro,Haro SR 1.3 - 2017,1409.99,2,2017-05-11,2017-05-11,2017-05-11,Venita,Baldwin Bikes,NY,2819.98
Surly,Surly Straggler - 2016,1549.0,1,2017-05-11,2017-05-11,2017-05-11,Venita,Baldwin Bikes,NY,1549.0
Electra,Electra Cruiser 1 (24-Inch) - 2016,269.99,2,2017-05-11,2017-05-11,2017-05-11,Venita,Baldwin Bikes,NY,539.98
Sun Bicycles,Sun Bicycles Cruz 3 - 2017,449.99,1,2017-05-13,2017-05-13,2017-05-13,Kali,Rowlett Bikes,TX,449.99
Trek,Trek Fuel EX 9.8 27.5 Plus - 2017,5299.99,1,2017-05-13,2017-05-13,2017-05-13,Kali,Rowlett Bikes,TX,5299.99
Trek,Trek Remedy 9.8 - 2017,5299.99,1,2017-05-13,2017-05-13,2017-05-13,Mireya,Santa Cruz Bikes,CA,5299.99
Surly,Surly Ice Cream Truck Frameset - 2017,999.99,1,2017-05-13,2017-05-13,2017-05-13,Mireya,Santa Cruz Bikes,CA,999.99
Trek,Trek Silque SLR 7 Women's - 2017,5999.99,2,2017-05-13,2017-05-13,2017-05-13,Marcelene,Baldwin Bikes,NY,11999.98
Electra,Electra Amsterdam Original 3i - 2015/2017,659.99,1,2017-05-13,2017-05-13,2017-05-13,Marcelene,Baldwin Bikes,NY,659.99
Surly,Surly Wednesday Frameset - 2017,469.99,2,2017-05-14,2017-05-14,2017-05-14,Venita,Baldwin Bikes,NY,939.98
Electra,Electra Townie Original 7D EQ - 2016,599.99,2,2017-05-14,2017-05-14,2017-05-14,Venita,Baldwin Bikes,NY,1199.98
Electra,Electra Townie Original 21D - 2016,549.99,2,2017-05-14,2017-05-14,2017-05-14,Kali,Rowlett Bikes,TX,1099.98
Electra,Electra Townie Original 7D EQ - 2016,599.99,2,2017-05-15,2017-05-15,2017-05-15,Marcelene,Baldwin Bikes,NY,1199.98
Sun Bicycles,Sun Bicycles Streamway 7 - 2017,533.99,2,2017-05-15,2017-05-15,2017-05-15,Marcelene,Baldwin Bikes,NY,1067.98
Surly,Surly Steamroller - 2017,875.99,1,2017-05-15,2017-05-15,2017-05-15,Marcelene,Baldwin Bikes,NY,875.99
Sun Bicycles,Sun Bicycles Revolutions 24 - Girl's - 2017,250.99,1,2017-05-15,2017-05-15,2017-05-15,Marcelene,Baldwin Bikes,NY,250.99
Sun Bicycles,Sun Bicycles Lil Bolt Type-R - 2017,346.99,2,2017-05-15,2017-05-15,2017-05-15,Marcelene,Baldwin Bikes,NY,693.98
Sun Bicycles,Sun Bicycles Cruz 7 - 2017,416.99,2,2017-05-15,2017-05-15,2017-05-15,Marcelene,Baldwin Bikes,NY,833.98
Trek,Trek Farley Alloy Frameset - 2017,469.99,1,2017-05-15,2017-05-15,2017-05-15,Marcelene,Baldwin Bikes,NY,469.99
Sun Bicycles,Sun Bicycles Spider 3i - 2017,832.99,2,2017-05-15,2017-05-15,2017-05-15,Marcelene,Baldwin Bikes,NY,1665.98
Trek,Trek Silque SLR 7 Women's - 2017,5999.99,1,2017-05-15,2017-05-15,2017-05-15,Marcelene,Baldwin Bikes,NY,5999.99
Surly,Surly Troll Frameset - 2017,832.99,1,2017-05-15,2017-05-15,2017-05-15,Venita,Baldwin Bikes,NY,832.99
Trek,Trek Conduit+ - 2016,2999.99,2,2017-05-15,2017-05-15,2017-05-15,Venita,Baldwin Bikes,NY,5999.98
Trek,Trek Silque SLR 7 Women's - 2017,5999.99,2,2017-05-15,2017-05-15,2017-05-15,Venita,Baldwin Bikes,NY,11999.98
Trek,Trek Precaliber 12 Girls - 2017,189.99,1,2017-05-15,2017-05-15,2017-05-15,Venita,Baldwin Bikes,NY,189.99
Sun Bicycles,Sun Bicycles Revolutions 24 - Girl's - 2017,250.99,2,2017-05-16,2017-05-16,2017-05-16,Venita,Baldwin Bikes,NY,501.98
Haro,Haro SR 1.2 - 2017,869.99,1,2017-05-16,2017-05-16,2017-05-16,Venita,Baldwin Bikes,NY,869.99
Electra,Electra Townie 7D (20-inch) - Boys' - 2017,339.99,2,2017-05-16,2017-05-16,2017-05-16,Marcelene,Baldwin Bikes,NY,679.98
Sun Bicycles,Sun Bicycles Cruz 3 - 2017,449.99,1,2017-05-18,2017-05-18,2017-05-18,Marcelene,Baldwin Bikes,NY,449.99
Trek,Trek Precaliber 24 (21-Speed) - Girls - 2017,349.99,2,2017-05-19,2017-05-19,2017-05-19,Layla,Rowlett Bikes,TX,699.98
Surly,Surly Straggler - 2016,1549.0,1,2017-05-19,2017-05-19,2017-05-19,Layla,Rowlett Bikes,TX,1549.0
Sun Bicycles,Sun Bicycles Streamway 7 - 2017,533.99,1,2017-05-20,2017-05-20,2017-05-20,Mireya,Santa Cruz Bikes,CA,533.99
Electra,Electra Moto 3i (20-inch) - Boy's - 2017,349.99,1,2017-05-20,2017-05-20,2017-05-20,Mireya,Santa Cruz Bikes,CA,349.99
Haro,Haro SR 1.2 - 2017,869.99,2,2017-05-20,2017-05-20,2017-05-20,Marcelene,Baldwin Bikes,NY,1739.98
Electra,Electra Townie Original 7D EQ - 2016,599.99,1,2017-05-20,2017-05-20,2017-05-20,Marcelene,Baldwin Bikes,NY,599.99
Trek,Trek Emonda S 5 - 2017,1999.99,2,2017-05-20,2017-05-20,2017-05-20,Marcelene,Baldwin Bikes,NY,3999.98
Sun Bicycles,Sun Bicycles Cruz 7 - 2017,416.99,2,2017-05-20,2017-05-20,2017-05-20,Marcelene,Baldwin Bikes,NY,833.98
Trek,Trek Domane S 5 Disc - 2017,2599.99,2,2017-05-20,2017-05-20,2017-05-20,Venita,Baldwin Bikes,NY,5199.98
Pure Cycles,Pure Cycles Vine 8-Speed - 2016,429.0,1,2017-05-20,2017-05-20,2017-05-20,Venita,Baldwin Bikes,NY,429.0
Surly,Surly Ice Cream Truck Frameset - 2016,469.99,1,2017-05-20,2017-05-20,2017-05-20,Venita,Baldwin Bikes,NY,469.99
Electra,Electra Townie Original 7D EQ - 2016,599.99,2,2017-05-20,2017-05-20,2017-05-20,Marcelene,Baldwin Bikes,NY,1199.98
Sun Bicycles,Sun Bicycles Cruz 3 - Women's - 2017,449.99,1,2017-05-20,2017-05-20,2017-05-20,Marcelene,Baldwin Bikes,NY,449.99
Trek,Trek Precaliber 16 Boys - 2017,209.99,1,2017-05-20,2017-05-20,2017-05-20,Marcelene,Baldwin Bikes,NY,209.99
Trek,Trek Powerfly 8 FS Plus - 2017,4999.99,2,2017-05-20,2017-05-20,2017-05-20,Marcelene,Baldwin Bikes,NY,9999.98
Surly,Surly Karate Monkey 27.5+ Frameset - 2017,2499.99,2,2017-05-20,2017-05-20,2017-05-20,Marcelene,Baldwin Bikes,NY,4999.98
Trek,Trek Silque SLR 7 Women's - 2017,5999.99,1,2017-05-21,2017-05-21,2017-05-21,Venita,Baldwin Bikes,NY,5999.99
Trek,Trek Fuel EX 9.8 27.5 Plus - 2017,5299.99,1,2017-05-21,2017-05-21,2017-05-21,Venita,Baldwin Bikes,NY,5299.99
Haro,Haro Flightline Two 26 Plus - 2017,549.99,2,2017-05-21,2017-05-21,2017-05-21,Marcelene,Baldwin Bikes,NY,1099.98
Haro,Haro Shredder 20 - 2017,209.99,1,2017-05-21,2017-05-21,2017-05-21,Marcelene,Baldwin Bikes,NY,209.99
Electra,Electra Townie Original 21D - 2016,549.99,1,2017-05-21,2017-05-21,2017-05-21,Marcelene,Baldwin Bikes,NY,549.99
Electra,"Electra Girl's Hawaii 1 16"" - 2017",299.99,2,2017-05-21,2017-05-21,2017-05-21,Marcelene,Baldwin Bikes,NY,599.98
Surly,Surly Wednesday - 2017,1632.99,2,2017-05-22,2017-05-22,2017-05-22,Venita,Baldwin Bikes,NY,3265.98
Trek,Trek Emonda S 4 - 2017,1499.99,2,2017-05-22,2017-05-22,2017-05-22,Venita,Baldwin Bikes,NY,2999.98
Surly,Surly Troll Frameset - 2017,832.99,2,2017-05-23,2017-05-23,2017-05-23,Mireya,Santa Cruz Bikes,CA,1665.98
Trek,Trek Silque SLR 8 Women's - 2017,6499.99,2,2017-05-23,2017-05-23,2017-05-23,Mireya,Santa Cruz Bikes,CA,12999.98
Haro,Haro Shredder 20 - 2017,209.99,2,2017-05-23,2017-05-23,2017-05-23,Mireya,Santa Cruz Bikes,CA,419.98
Electra,Electra Cruiser 1 (24-Inch) - 2016,269.99,1,2017-05-23,2017-05-23,2017-05-23,Mireya,Santa Cruz Bikes,CA,269.99
Sun Bicycles,Sun Bicycles Revolutions 24 - Girl's - 2017,250.99,1,2017-05-23,2017-05-23,2017-05-23,Marcelene,Baldwin Bikes,NY,250.99
Trek,Trek Boone 7 - 2017,3499.99,2,2017-05-23,2017-05-23,2017-05-23,Marcelene,Baldwin Bikes,NY,6999.98
Trek,Trek Fuel EX 5 27.5 Plus - 2017,2299.99,2,2017-05-23,2017-05-23,2017-05-23,Marcelene,Baldwin Bikes,NY,4599.98
Electra,Electra Townie Original 7D EQ - Women's - 2016,599.99,1,2017-05-23,2017-05-23,2017-05-23,Marcelene,Baldwin Bikes,NY,599.99
Electra,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,299.99,2,2017-05-23,2017-05-23,2017-05-23,Venita,Baldwin Bikes,NY,599.98
Surly,Surly Karate Monkey 27.5+ Frameset - 2017,2499.99,2,2017-05-23,2017-05-23,2017-05-23,Venita,Baldwin Bikes,NY,4999.98
Haro,Haro SR 1.3 - 2017,1409.99,1,2017-05-23,2017-05-23,2017-05-23,Venita,Baldwin Bikes,NY,1409.99
Electra,Electra Townie Original 7D - 2017,489.99,2,2017-05-23,2017-05-23,2017-05-23,Venita,Baldwin Bikes,NY,979.98
Electra,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,269.99,2,2017-05-23,2017-05-23,2017-05-23,Venita,Baldwin Bikes,NY,539.98
Sun Bicycles,Sun Bicycles Lil Kitt'n - 2017,109.99,2,2017-05-24,2017-05-24,2017-05-24,Mireya,Santa Cruz Bikes,CA,219.98
Sun Bicycles,Sun Bicycles Lil Bolt Type-R - 2017,346.99,1,2017-05-24,2017-05-24,2017-05-24,Mireya,Santa Cruz Bikes,CA,346.99
Haro,Haro Shift R3 - 2017,1469.99,1,2017-05-25,2017-05-25,2017-05-25,Venita,Baldwin Bikes,NY,1469.99
Haro,Haro Shredder Pro 20 - 2017,249.99,1,2017-05-25,2017-05-25,2017-05-25,Venita,Baldwin Bikes,NY,249.99
Electra,Electra Townie Original 7D - 2017,489.99,2,2017-05-25,2017-05-25,2017-05-25,Venita,Baldwin Bikes,NY,979.98
Heller,Heller Shagamaw Frame - 2016,1320.99,1,2017-05-26,2017-05-26,2017-05-26,Mireya,Santa Cruz Bikes,CA,1320.99
